Sector,Industry,LastSale
Consumer Services,Other Consumer Services,3.25
Consumer Services,Other Consumer Services,6.53
Consumer Services,Other Consumer Services,7.75
Consumer Services,Other Consumer Services,9.26
Consumer Services,Other Consumer Services,11.54
Consumer Services,Other Consumer Services,14.47
Consumer Services,Other Consumer Services,14.99
Consumer Services,Other Consumer Services,22.38
Consumer Services,Other Consumer Services,30.96
Consumer Services,Other Consumer Services,32.14
Consumer Services,Other Consumer Services,44.1
Consumer Services,Other Consumer Services,45.45
Consumer Services,Other Consumer Services,48.05
Consumer Services,Other Consumer Services,60.2
Consumer Services,Other Consumer Services,62
Consumer Services,Other Consumer Services,83.75
Consumer Services,Other Consumer Services,113.7
Consumer Services,Other Consumer Services,130.92
Consumer Services,Office Equipment/Supplies/Services,1.4
Consumer Services,Office Equipment/Supplies/Services,41.92
Consumer Services,Newspapers/Magazines,2.26
Consumer Services,Newspapers/Magazines,13.29
Consumer Services,Newspapers/Magazines,13.64
Consumer Services,Newspapers/Magazines,16.12
Consumer Services,Newspapers/Magazines,245.1
Consumer Services,Movies/Entertainment,2.32
Consumer Services,Movies/Entertainment,6.22
Consumer Services,Movies/Entertainment,9.55
Consumer Services,Movies/Entertainment,15.33
Consumer Services,Movies/Entertainment,15.5
Consumer Services,Movies/Entertainment,25.2
Consumer Services,Movies/Entertainment,29.6
Consumer Services,Motor Vehicles,30.04
Consumer Services,Miscellaneous,7.13
Consumer Services,Military/Government/Technical,0.99
Consumer Services,Military/Government/Technical,13.71
Consumer Services,Military/Government/Technical,31.65
Consumer Services,Military/Government/Technical,32.45
Consumer Services,Military/Government/Technical,68.26
Consumer Services,Marine Transportation,8.33
Consumer Services,Marine Transportation,9.24
Consumer Services,Marine Transportation,9.99
Consumer Services,Marine Transportation,14.61
Consumer Services,Marine Transportation,25.22
Consumer Services,Marine Transportation,27.54
Consumer Services,Marine Transportation,54.24
Consumer Services,Hotels/Resorts,2.96
Consumer Services,Hotels/Resorts,5.14
Consumer Services,Hotels/Resorts,6.48
Consumer Services,Hotels/Resorts,9.05
Consumer Services,Hotels/Resorts,9.34
Consumer Services,Hotels/Resorts,9.7
Consumer Services,Hotels/Resorts,19.05
Consumer Services,Hotels/Resorts,19.82
Consumer Services,Hotels/Resorts,25.06
Consumer Services,Hotels/Resorts,29.98
Consumer Services,Hotels/Resorts,30.04
Consumer Services,Hotels/Resorts,32.6
Consumer Services,Hotels/Resorts,44.39
Consumer Services,Hotels/Resorts,44.55
Consumer Services,Hotels/Resorts,120.63
Consumer Services,Hotels/Resorts,121.45
Consumer Services,Homebuilding,29.91
Consumer Services,Home Furnishings,0.8042
Consumer Services,Home Furnishings,6.4
Consumer Services,Home Furnishings,13.9
Consumer Services,Food Chains,2.12
Consumer Services,Food Chains,25.44
Consumer Services,Food Chains,26.89
Consumer Services,Food Chains,31.6
Consumer Services,Farming/Seeds/Milling,7.24
Consumer Services,Farming/Seeds/Milling,25.21
Consumer Services,Farming/Seeds/Milling,25.48
Consumer Services,Farming/Seeds/Milling,26.66
Consumer Services,Farming/Seeds/Milling,27.18
Consumer Services,Farming/Seeds/Milling,27.98
Consumer Services,Farming/Seeds/Milling,36.67
Consumer Services,Diversified Commercial Services,0.0811
Consumer Services,Diversified Commercial Services,1.19
Consumer Services,Diversified Commercial Services,8.67
Consumer Services,Diversified Commercial Services,44.28
Consumer Services,Diversified Commercial Services,72.94
Consumer Services,Department/Specialty Retail Stores,0.08
Consumer Services,Department/Specialty Retail Stores,0.632
Consumer Services,Department/Specialty Retail Stores,2.07
Consumer Services,Department/Specialty Retail Stores,2.9
Consumer Services,Department/Specialty Retail Stores,3.15
Consumer Services,Department/Specialty Retail Stores,77.87
Consumer Services,Department/Specialty Retail Stores,80.64
Consumer Services,Department/Specialty Retail Stores,88
Consumer Services,Department/Specialty Retail Stores,117.59
Consumer Services,Department/Specialty Retail Stores,218.82
Consumer Services,Consumer Electronics/Video Chains,0.905
Consumer Services,Consumer Electronics/Video Chains,1.09
Consumer Services,Consumer Electronics/Video Chains,25.49
Consumer Services,Consumer Electronics/Video Chains,33.65
Consumer Services,Consumer Electronics/Video Chains,351.35
Consumer Services,Clothing/Shoe/Accessory Stores,2.33
Consumer Services,Clothing/Shoe/Accessory Stores,2.58
Consumer Services,Clothing/Shoe/Accessory Stores,3.65
Consumer Services,Clothing/Shoe/Accessory Stores,4.32
Consumer Services,Clothing/Shoe/Accessory Stores,4.57
Consumer Services,Clothing/Shoe/Accessory Stores,15.55
Consumer Services,Clothing/Shoe/Accessory Stores,24.9
Consumer Services,Clothing/Shoe/Accessory Stores,25.45
Consumer Services,Clothing/Shoe/Accessory Stores,28.93
Consumer Services,Clothing/Shoe/Accessory Stores,36.6
Consumer Services,Clothing/Shoe/Accessory Stores,40.1
Consumer Services,Clothing/Shoe/Accessory Stores,94.63
Consumer Services,Clothing/Shoe/Accessory Stores,128.17
Consumer Services,Catalog/Specialty Distribution,1.22
Consumer Services,Catalog/Specialty Distribution,7.27
Consumer Services,Catalog/Specialty Distribution,18.69
Consumer Services,Catalog/Specialty Distribution,21.04
Consumer Services,Catalog/Specialty Distribution,21.06
Consumer Services,Catalog/Specialty Distribution,26.3
Consumer Services,Catalog/Specialty Distribution,26.48
Consumer Services,Catalog/Specialty Distribution,37.28
Consumer Services,Catalog/Specialty Distribution,37.53
Consumer Services,Catalog/Specialty Distribution,41.25
Consumer Services,Catalog/Specialty Distribution,50.2
Consumer Services,Catalog/Specialty Distribution,85.67
Consumer Services,Catalog/Specialty Distribution,1889.65
Consumer Services,Building operators,2.13
Consumer Services,Building operators,20.723
Consumer Services,Building operators,23.407
Consumer Services,Building operators,34.9124
Consumer Services,Building operators,38.7
Consumer Services,Broadcasting,2.09
Consumer Services,Broadcasting,2.54
Consumer Services,Broadcasting,3.29
Consumer Services,Broadcasting,3.67
Consumer Services,Broadcasting,4.95
Consumer Services,Broadcasting,6.13
Consumer Services,Broadcasting,6.56
Consumer Services,Broadcasting,16.23
Consumer Services,Broadcasting,16.8
Consumer Services,Broadcasting,26.32
Consumer Services,Broadcasting,26.36
Consumer Services,Broadcasting,28.53
Consumer Services,Broadcasting,33.68
Consumer Services,Broadcasting,35.56
Consumer Services,Broadcasting,35.65
Consumer Services,Broadcasting,42.93
Consumer Services,Broadcasting,42.94
Consumer Services,Broadcasting,47.1044
Consumer Services,Broadcasting,79.45
Consumer Services,Books,5.97
Consumer Services,Books,43.58
Consumer Services,Automotive Aftermarket,68.15
Consumer Services,Advertising,1.65
Consumer Services,Advertising,1.94
Consumer Services,Advertising,2.39
Consumer Services,Advertising,5.39
Consumer Services,Advertising,10.1
Consumer Services,Advertising,21.71
Energy,Oilfield Services/Equipment,0.28
Energy,Oilfield Services/Equipment,0.8
Energy,Oilfield Services/Equipment,1.15
Energy,Oilfield Services/Equipment,2.15
Energy,Oilfield Services/Equipment,5.53
Energy,Oilfield Services/Equipment,10.04
Energy,Oilfield Services/Equipment,10.75
Energy,Oilfield Services/Equipment,10.9
Energy,Oilfield Services/Equipment,16.6
Energy,Oilfield Services/Equipment,29.4
Energy,Oilfield Services/Equipment,32.73
Energy,Oil Refining/Marketing,11.72
Energy,Oil & Gas Production,0.5399
Energy,Oil & Gas Production,0.9498
Energy,Oil & Gas Production,0.98
Energy,Oil & Gas Production,1.06
Energy,Oil & Gas Production,1.13
Energy,Oil & Gas Production,1.15
Energy,Oil & Gas Production,1.46
Energy,Oil & Gas Production,1.48
Energy,Oil & Gas Production,1.6
Energy,Oil & Gas Production,2.17
Energy,Oil & Gas Production,2.38
Energy,Oil & Gas Production,3.32
Energy,Oil & Gas Production,3.4701
Energy,Oil & Gas Production,3.9
Energy,Oil & Gas Production,4.57
Energy,Oil & Gas Production,5.11
Energy,Oil & Gas Production,6.05
Energy,Oil & Gas Production,6.19
Energy,Oil & Gas Production,6.25
Energy,Oil & Gas Production,7.48
Energy,Oil & Gas Production,7.9
Energy,Oil & Gas Production,8.31
Energy,Oil & Gas Production,8.9
Energy,Oil & Gas Production,9.5
Energy,Oil & Gas Production,10.18
Energy,Oil & Gas Production,10.71
Energy,Oil & Gas Production,10.8
Energy,Oil & Gas Production,11
Energy,Oil & Gas Production,11.04
Energy,Oil & Gas Production,17.82
Energy,Oil & Gas Production,18.24
Energy,Oil & Gas Production,19.5
Energy,Oil & Gas Production,22.2
Energy,Oil & Gas Production,23.79
Energy,Oil & Gas Production,34.31
Energy,Oil & Gas Production,42.5
Energy,Oil & Gas Production,49.25
Energy,Oil & Gas Production,78.99
Energy,Oil & Gas Production,82.87
Energy,Oil & Gas Production,122
Energy,Oil & Gas Production,136.35
Energy,Natural Gas Distribution,2.21
Energy,Natural Gas Distribution,6.41
Energy,Metal Fabrications,3.14
Energy,Integrated oil Companies,1.75
Energy,Integrated oil Companies,6.28
Energy,Industrial Machinery/Components,0.55
Energy,Industrial Machinery/Components,0.78
Energy,Industrial Machinery/Components,1
Energy,Industrial Machinery/Components,1.87
Energy,Industrial Machinery/Components,3.01
Energy,Industrial Machinery/Components,4.07
Energy,Industrial Machinery/Components,19.82
Energy,Industrial Machinery/Components,26.61
Energy,Industrial Machinery/Components,78.61
Energy,Electric Utilities: Central,63.92
Energy,Coal Mining,6.2
Energy,Coal Mining,8.19
Energy,Coal Mining,20.86
Finance,Specialty Insurers,27.28
Finance,Specialty Insurers,29.54
Finance,Specialty Insurers,30.31
Finance,Specialty Insurers,56.64
Finance,Specialty Insurers,56.93
Finance,Specialty Insurers,123.96
Finance,Specialty Insurers,141.75
Finance,Specialty Insurers,167.01
Finance,Savings Institutions,1.36
Finance,Savings Institutions,4.56
Finance,Savings Institutions,8
Finance,Savings Institutions,8.65
Finance,Savings Institutions,10.6
Finance,Savings Institutions,11.35
Finance,Savings Institutions,11.5
Finance,Savings Institutions,11.52
Finance,Savings Institutions,11.7511
Finance,Savings Institutions,12.6199
Finance,Savings Institutions,12.7752
Finance,Savings Institutions,12.79
Finance,Savings Institutions,12.89
Finance,Savings Institutions,13.76
Finance,Savings Institutions,13.82
Finance,Savings Institutions,13.86
Finance,Savings Institutions,13.985
Finance,Savings Institutions,14.01
Finance,Savings Institutions,14.01
Finance,Savings Institutions,14.3198
Finance,Savings Institutions,14.63
Finance,Savings Institutions,14.76
Finance,Savings Institutions,15.43
Finance,Savings Institutions,15.48
Finance,Savings Institutions,15.7484
Finance,Savings Institutions,16
Finance,Savings Institutions,16.05
Finance,Savings Institutions,16.33
Finance,Savings Institutions,16.62
Finance,Savings Institutions,16.97
Finance,Savings Institutions,17.03
Finance,Savings Institutions,17.09
Finance,Savings Institutions,17.75
Finance,Savings Institutions,18.1
Finance,Savings Institutions,18.23
Finance,Savings Institutions,19.1
Finance,Savings Institutions,19.77
Finance,Savings Institutions,20.84
Finance,Savings Institutions,20.88
Finance,Savings Institutions,21
Finance,Savings Institutions,22.01
Finance,Savings Institutions,24.41
Finance,Savings Institutions,25.15
Finance,Savings Institutions,25.25
Finance,Savings Institutions,26.6
Finance,Savings Institutions,26.83
Finance,Savings Institutions,27.08
Finance,Savings Institutions,28.03
Finance,Savings Institutions,28.24
Finance,Savings Institutions,28.54
Finance,Savings Institutions,28.63
Finance,Savings Institutions,29.31
Finance,Savings Institutions,29.39
Finance,Savings Institutions,30.84
Finance,Savings Institutions,34.45
Finance,Savings Institutions,39.5
Finance,Savings Institutions,40
Finance,Savings Institutions,42.37
Finance,Savings Institutions,42.41
Finance,Savings Institutions,43
Finance,Savings Institutions,46.17
Finance,Savings Institutions,52.69
Finance,Savings Institutions,66.66
Finance,Real Estate,1.25
Finance,Real Estate,8.6
Finance,Real Estate,10.09
Finance,Real Estate,10.39
Finance,Real Estate,11.5
Finance,Real Estate,12.14
Finance,Real Estate,13.01
Finance,Real Estate,15.39
Finance,Real Estate,16.62
Finance,Real Estate,19.94
Finance,Real Estate,24.47
Finance,Real Estate,26.6
Finance,Real Estate,29.95
Finance,Real Estate,39
Finance,Real Estate,59.4
Finance,Real Estate,71.7
Finance,Real Estate,82.47
Finance,Property-Casualty Insurers,0.0557
Finance,Property-Casualty Insurers,1.42
Finance,Property-Casualty Insurers,3.29
Finance,Property-Casualty Insurers,5.675
Finance,Property-Casualty Insurers,6.22
Finance,Property-Casualty Insurers,6.5064
Finance,Property-Casualty Insurers,6.966
Finance,Property-Casualty Insurers,9.43
Finance,Property-Casualty Insurers,9.64
Finance,Property-Casualty Insurers,11.07
Finance,Property-Casualty Insurers,12.12
Finance,Property-Casualty Insurers,13.7
Finance,Property-Casualty Insurers,14.2
Finance,Property-Casualty Insurers,14.33
Finance,Property-Casualty Insurers,15.1749
Finance,Property-Casualty Insurers,16.9
Finance,Property-Casualty Insurers,18.1
Finance,Property-Casualty Insurers,19.71
Finance,Property-Casualty Insurers,21.13
Finance,Property-Casualty Insurers,21.47
Finance,Property-Casualty Insurers,22
Finance,Property-Casualty Insurers,22.1
Finance,Property-Casualty Insurers,22.173
Finance,Property-Casualty Insurers,22.75
Finance,Property-Casualty Insurers,23.7133
Finance,Property-Casualty Insurers,23.81
Finance,Property-Casualty Insurers,24.01
Finance,Property-Casualty Insurers,24.3068
Finance,Property-Casualty Insurers,24.44
Finance,Property-Casualty Insurers,24.8925
Finance,Property-Casualty Insurers,25.161
Finance,Property-Casualty Insurers,25.53
Finance,Property-Casualty Insurers,25.58
Finance,Property-Casualty Insurers,25.85
Finance,Property-Casualty Insurers,25.96
Finance,Property-Casualty Insurers,25.99
Finance,Property-Casualty Insurers,28.71
Finance,Property-Casualty Insurers,31.04
Finance,Property-Casualty Insurers,37.09
Finance,Property-Casualty Insurers,42.25
Finance,Property-Casualty Insurers,48.69
Finance,Property-Casualty Insurers,60.49
Finance,Property-Casualty Insurers,61.03
Finance,Property-Casualty Insurers,61.09
Finance,Property-Casualty Insurers,69.11
Finance,Property-Casualty Insurers,76.68
Finance,Property-Casualty Insurers,84.82
Finance,Property-Casualty Insurers,203.78
Finance,Major Banks,0.6826
Finance,Major Banks,4.27
Finance,Major Banks,5.25
Finance,Major Banks,6.25
Finance,Major Banks,6.99
Finance,Major Banks,8.17
Finance,Major Banks,8.2
Finance,Major Banks,8.27
Finance,Major Banks,8.805
Finance,Major Banks,8.96
Finance,Major Banks,9.08
Finance,Major Banks,9.32
Finance,Major Banks,9.54
Finance,Major Banks,10.14
Finance,Major Banks,10.43
Finance,Major Banks,10.55
Finance,Major Banks,10.6
Finance,Major Banks,10.82
Finance,Major Banks,11
Finance,Major Banks,11.3
Finance,Major Banks,11.35
Finance,Major Banks,11.37
Finance,Major Banks,11.43
Finance,Major Banks,11.91
Finance,Major Banks,12.01
Finance,Major Banks,12.09
Finance,Major Banks,12.33
Finance,Major Banks,12.4721
Finance,Major Banks,12.73
Finance,Major Banks,12.98
Finance,Major Banks,13.2379
Finance,Major Banks,14.01
Finance,Major Banks,14.03
Finance,Major Banks,15.1
Finance,Major Banks,15.14
Finance,Major Banks,15.21
Finance,Major Banks,15.27
Finance,Major Banks,15.35
Finance,Major Banks,15.36
Finance,Major Banks,15.3703
Finance,Major Banks,15.41
Finance,Major Banks,15.494
Finance,Major Banks,15.5
Finance,Major Banks,15.54
Finance,Major Banks,15.55
Finance,Major Banks,15.9
Finance,Major Banks,15.9
Finance,Major Banks,15.99
Finance,Major Banks,16.12
Finance,Major Banks,16.35
Finance,Major Banks,16.5
Finance,Major Banks,16.56
Finance,Major Banks,16.622
Finance,Major Banks,16.67
Finance,Major Banks,16.71
Finance,Major Banks,16.88
Finance,Major Banks,16.92
Finance,Major Banks,16.98
Finance,Major Banks,17.15
Finance,Major Banks,17.19
Finance,Major Banks,17.33
Finance,Major Banks,17.56
Finance,Major Banks,17.75
Finance,Major Banks,17.84
Finance,Major Banks,18
Finance,Major Banks,18.18
Finance,Major Banks,18.3695
Finance,Major Banks,18.38
Finance,Major Banks,18.5
Finance,Major Banks,18.55
Finance,Major Banks,18.7
Finance,Major Banks,18.8
Finance,Major Banks,18.83
Finance,Major Banks,19.13
Finance,Major Banks,19.25
Finance,Major Banks,19.49
Finance,Major Banks,19.75
Finance,Major Banks,19.76
Finance,Major Banks,19.89
Finance,Major Banks,20
Finance,Major Banks,20.4
Finance,Major Banks,20.4564
Finance,Major Banks,20.5
Finance,Major Banks,20.6241
Finance,Major Banks,20.92
Finance,Major Banks,21.53
Finance,Major Banks,21.54
Finance,Major Banks,21.62
Finance,Major Banks,21.77
Finance,Major Banks,21.97
Finance,Major Banks,22.04
Finance,Major Banks,22.13
Finance,Major Banks,22.37
Finance,Major Banks,22.42
Finance,Major Banks,22.46
Finance,Major Banks,22.89
Finance,Major Banks,23.2
Finance,Major Banks,23.2
Finance,Major Banks,23.27
Finance,Major Banks,23.31
Finance,Major Banks,23.4366
Finance,Major Banks,23.5
Finance,Major Banks,23.52
Finance,Major Banks,23.56
Finance,Major Banks,23.59
Finance,Major Banks,23.79
Finance,Major Banks,23.79
Finance,Major Banks,23.89
Finance,Major Banks,24.05
Finance,Major Banks,24.21
Finance,Major Banks,24.29
Finance,Major Banks,24.31
Finance,Major Banks,24.33
Finance,Major Banks,24.35
Finance,Major Banks,24.35
Finance,Major Banks,24.45
Finance,Major Banks,24.6567
Finance,Major Banks,24.75
Finance,Major Banks,24.83
Finance,Major Banks,24.87
Finance,Major Banks,24.95
Finance,Major Banks,25
Finance,Major Banks,25.01
Finance,Major Banks,25.2
Finance,Major Banks,25.3
Finance,Major Banks,25.3
Finance,Major Banks,25.3171
Finance,Major Banks,25.41
Finance,Major Banks,25.4176
Finance,Major Banks,25.4792
Finance,Major Banks,25.4999
Finance,Major Banks,25.9
Finance,Major Banks,25.92
Finance,Major Banks,26.05
Finance,Major Banks,26.05
Finance,Major Banks,26.06
Finance,Major Banks,26.13
Finance,Major Banks,26.34
Finance,Major Banks,26.49
Finance,Major Banks,26.5
Finance,Major Banks,26.6325
Finance,Major Banks,26.84
Finance,Major Banks,26.95
Finance,Major Banks,26.98
Finance,Major Banks,27.1
Finance,Major Banks,27.11
Finance,Major Banks,27.16
Finance,Major Banks,27.4
Finance,Major Banks,27.5134
Finance,Major Banks,27.67
Finance,Major Banks,27.73
Finance,Major Banks,27.77
Finance,Major Banks,27.8187
Finance,Major Banks,27.84
Finance,Major Banks,28.03
Finance,Major Banks,28.16
Finance,Major Banks,28.21
Finance,Major Banks,28.27
Finance,Major Banks,28.75
Finance,Major Banks,28.84
Finance,Major Banks,28.85
Finance,Major Banks,29.05
Finance,Major Banks,29.1
Finance,Major Banks,29.13
Finance,Major Banks,29.3
Finance,Major Banks,29.3
Finance,Major Banks,29.32
Finance,Major Banks,29.72
Finance,Major Banks,29.99
Finance,Major Banks,30.12
Finance,Major Banks,30.47
Finance,Major Banks,30.5
Finance,Major Banks,30.5
Finance,Major Banks,30.54
Finance,Major Banks,30.9
Finance,Major Banks,30.95
Finance,Major Banks,31
Finance,Major Banks,31.27
Finance,Major Banks,31.67
Finance,Major Banks,31.79
Finance,Major Banks,32.06
Finance,Major Banks,33.16
Finance,Major Banks,33.16
Finance,Major Banks,33.26
Finance,Major Banks,33.9
Finance,Major Banks,33.96
Finance,Major Banks,34
Finance,Major Banks,34.02
Finance,Major Banks,34.1
Finance,Major Banks,34.26
Finance,Major Banks,34.32
Finance,Major Banks,34.97
Finance,Major Banks,35.42
Finance,Major Banks,35.55
Finance,Major Banks,35.64
Finance,Major Banks,35.82
Finance,Major Banks,36.27
Finance,Major Banks,36.77
Finance,Major Banks,36.79
Finance,Major Banks,36.92
Finance,Major Banks,36.95
Finance,Major Banks,37
Finance,Major Banks,37.52
Finance,Major Banks,37.62
Finance,Major Banks,37.87
Finance,Major Banks,38.03
Finance,Major Banks,38.2
Finance,Major Banks,38.24
Finance,Major Banks,38.31
Finance,Major Banks,38.32
Finance,Major Banks,38.36
Finance,Major Banks,38.46
Finance,Major Banks,38.52
Finance,Major Banks,38.53
Finance,Major Banks,38.63
Finance,Major Banks,38.82
Finance,Major Banks,39.14
Finance,Major Banks,39.38
Finance,Major Banks,39.61
Finance,Major Banks,39.74
Finance,Major Banks,40.12
Finance,Major Banks,40.37
Finance,Major Banks,40.52
Finance,Major Banks,41.31
Finance,Major Banks,41.96
Finance,Major Banks,42.22
Finance,Major Banks,42.25
Finance,Major Banks,42.65
Finance,Major Banks,43.14
Finance,Major Banks,43.39
Finance,Major Banks,43.5
Finance,Major Banks,43.59
Finance,Major Banks,43.76
Finance,Major Banks,45.15
Finance,Major Banks,45.27
Finance,Major Banks,45.45
Finance,Major Banks,45.53
Finance,Major Banks,45.65
Finance,Major Banks,45.74
Finance,Major Banks,46.11
Finance,Major Banks,46.12
Finance,Major Banks,46.21
Finance,Major Banks,46.4
Finance,Major Banks,47.34
Finance,Major Banks,47.8
Finance,Major Banks,48.4
Finance,Major Banks,50.62
Finance,Major Banks,50.7
Finance,Major Banks,51.16
Finance,Major Banks,51.17
Finance,Major Banks,51.89
Finance,Major Banks,52
Finance,Major Banks,52.3
Finance,Major Banks,52.98
Finance,Major Banks,54.16
Finance,Major Banks,54.93
Finance,Major Banks,56.41
Finance,Major Banks,56.47
Finance,Major Banks,57.86
Finance,Major Banks,59.59
Finance,Major Banks,59.87
Finance,Major Banks,60.04
Finance,Major Banks,60.06
Finance,Major Banks,61.45
Finance,Major Banks,61.88
Finance,Major Banks,65.51
Finance,Major Banks,66.62
Finance,Major Banks,66.9
Finance,Major Banks,67.27
Finance,Major Banks,71.84
Finance,Major Banks,76
Finance,Major Banks,76.01
Finance,Major Banks,76.25
Finance,Major Banks,77
Finance,Major Banks,81.23
Finance,Major Banks,81.62
Finance,Major Banks,81.85
Finance,Major Banks,82.46
Finance,Major Banks,83.97
Finance,Major Banks,84.15
Finance,Major Banks,86.44
Finance,Major Banks,87.01
Finance,Major Banks,96.13
Finance,Major Banks,105.75
Finance,Major Banks,114.71
Finance,Major Banks,319.71
Finance,Major Banks,463.57
Finance,Life Insurance,2.5027
Finance,Life Insurance,6.7736
Finance,Life Insurance,14.75
Finance,Life Insurance,24.395
Finance,Life Insurance,46.07
Finance,Life Insurance,125.91
Finance,Life Insurance,314.34
Finance,Investment Managers,1.515
Finance,Investment Managers,9.12
Finance,Investment Managers,13.72
Finance,Investment Managers,13.97
Finance,Investment Managers,22
Finance,Investment Managers,22.01
Finance,Investment Managers,24.87
Finance,Investment Managers,40.89
Finance,Investment Managers,45.31
Finance,Investment Managers,100.56
Finance,Investment Managers,113.87
Finance,Investment Managers,117.65
Finance,Investment Managers,166
Finance,Investment Bankers/Brokers/Service,0.5204
Finance,Investment Bankers/Brokers/Service,1.72
Finance,Investment Bankers/Brokers/Service,1.99
Finance,Investment Bankers/Brokers/Service,3.09
Finance,Investment Bankers/Brokers/Service,4.75
Finance,Investment Bankers/Brokers/Service,6.54
Finance,Investment Bankers/Brokers/Service,6.64
Finance,Investment Bankers/Brokers/Service,7.65
Finance,Investment Bankers/Brokers/Service,8.09
Finance,Investment Bankers/Brokers/Service,8.12
Finance,Investment Bankers/Brokers/Service,8.148
Finance,Investment Bankers/Brokers/Service,11.64
Finance,Investment Bankers/Brokers/Service,11.98
Finance,Investment Bankers/Brokers/Service,13.36
Finance,Investment Bankers/Brokers/Service,13.95
Finance,Investment Bankers/Brokers/Service,17.38
Finance,Investment Bankers/Brokers/Service,22.46
Finance,Investment Bankers/Brokers/Service,24.96
Finance,Investment Bankers/Brokers/Service,25.1358
Finance,Investment Bankers/Brokers/Service,29.48
Finance,Investment Bankers/Brokers/Service,30.4015
Finance,Investment Bankers/Brokers/Service,33.86
Finance,Investment Bankers/Brokers/Service,48
Finance,Investment Bankers/Brokers/Service,52.82
Finance,Investment Bankers/Brokers/Service,56.35
Finance,Investment Bankers/Brokers/Service,59.65
Finance,Investment Bankers/Brokers/Service,64.08
Finance,Investment Bankers/Brokers/Service,77.85
Finance,Investment Bankers/Brokers/Service,85.53
Finance,Investment Bankers/Brokers/Service,109.32
Finance,Investment Bankers/Brokers/Service,116.84
Finance,Investment Bankers/Brokers/Service,181.69
Finance,Investment Bankers/Brokers/Service,189.54
Finance,Finance: Consumer Services,0.0698
Finance,Finance: Consumer Services,0.515
Finance,Finance: Consumer Services,1.14
Finance,Finance: Consumer Services,1.38
Finance,Finance: Consumer Services,2.87
Finance,Finance: Consumer Services,3.525
Finance,Finance: Consumer Services,3.57
Finance,Finance: Consumer Services,4.26
Finance,Finance: Consumer Services,5.54
Finance,Finance: Consumer Services,5.65
Finance,Finance: Consumer Services,7.23
Finance,Finance: Consumer Services,7.8
Finance,Finance: Consumer Services,8.75
Finance,Finance: Consumer Services,9.77
Finance,Finance: Consumer Services,10.4
Finance,Finance: Consumer Services,10.78
Finance,Finance: Consumer Services,10.87
Finance,Finance: Consumer Services,20.9665
Finance,Finance: Consumer Services,23.84
Finance,Finance: Consumer Services,25.6261
Finance,Finance: Consumer Services,35.82
Finance,Finance: Consumer Services,36.22
Finance,Finance: Consumer Services,47.5
Finance,Finance: Consumer Services,69.34
Finance,Finance: Consumer Services,105.94
Finance,Finance: Consumer Services,218.39
Finance,Finance: Consumer Services,413.65
Finance,Finance/Investors Services,2.285
Finance,Finance/Investors Services,2.5582
Finance,Finance/Investors Services,7.58
Finance,Finance Companies,2.76
Finance,Finance Companies,4.13
Finance,Finance Companies,12.33
Finance,Finance Companies,24.84
Finance,Finance Companies,33.03
Finance,Diversified Financial Services,0.8001
Finance,Diversified Commercial Services,0.646
Finance,Diversified Commercial Services,45.16
Finance,Commercial Banks,23.3201
Finance,Commercial Banks,23.5
Finance,Commercial Banks,24.18
Finance,Commercial Banks,25.6
Finance,Commercial Banks,30.37
Finance,Commercial Banks,30.743
Finance,Commercial Banks,32.37
Finance,Commercial Banks,38.912
Finance,Commercial Banks,41.65
Finance,Commercial Banks,50.9257
Finance,Commercial Banks,56.75
Finance,Commercial Banks,62.64
Finance,Commercial Banks,65.13
Finance,Commercial Banks,72.62
Finance,Commercial Banks,75.08
Finance,Business Services,0.0589
Finance,Business Services,0.19
Finance,Business Services,0.2
Finance,Business Services,0.22
Finance,Business Services,0.24
Finance,Business Services,0.24
Finance,Business Services,0.26
Finance,Business Services,0.28
Finance,Business Services,0.29
Finance,Business Services,0.36
Finance,Business Services,0.3619
Finance,Business Services,0.37
Finance,Business Services,0.37
Finance,Business Services,0.37
Finance,Business Services,0.39
Finance,Business Services,0.4
Finance,Business Services,0.4
Finance,Business Services,0.4
Finance,Business Services,0.41
Finance,Business Services,0.42
Finance,Business Services,0.45
Finance,Business Services,0.45
Finance,Business Services,0.45
Finance,Business Services,0.45
Finance,Business Services,0.46
Finance,Business Services,0.4699
Finance,Business Services,0.4699
Finance,Business Services,0.48
Finance,Business Services,0.48
Finance,Business Services,0.4999
Finance,Business Services,0.5
Finance,Business Services,0.5
Finance,Business Services,0.51
Finance,Business Services,0.54
Finance,Business Services,0.54
Finance,Business Services,0.55
Finance,Business Services,0.58
Finance,Business Services,0.59
Finance,Business Services,0.61
Finance,Business Services,0.62
Finance,Business Services,0.65
Finance,Business Services,1.04
Finance,Business Services,1.04
Finance,Business Services,1.15
Finance,Business Services,1.2
Finance,Business Services,1.25
Finance,Business Services,1.3
Finance,Business Services,1.34
Finance,Business Services,1.36
Finance,Business Services,1.39
Finance,Business Services,1.45
Finance,Business Services,1.48
Finance,Business Services,1.49
Finance,Business Services,1.5271
Finance,Business Services,1.65
Finance,Business Services,1.65
Finance,Business Services,2
Finance,Business Services,2.15
Finance,Business Services,6.31
Finance,Business Services,9.51
Finance,Business Services,9.55
Finance,Business Services,9.5599
Finance,Business Services,9.56
Finance,Business Services,9.56
Finance,Business Services,9.6
Finance,Business Services,9.6
Finance,Business Services,9.68
Finance,Business Services,9.7
Finance,Business Services,9.72
Finance,Business Services,9.72
